item,conditions,list,trials,size_A,size_B,size_C,size_D,size_E,size_F,color_A,color_B,color_C,color_D,color_E,color_F,form_A,form_B,form_C,form_D,form_E,form_F,sharpness,prefer_first_1st,combination,relevant_property
22,zrdc,3.0,8.0,10.0,10.0,9.0,9.0,9.0,1.0,orange,brown,brown,brown,brown,brown,star,heart,circle,quadrat,quadrat,circle,sharp,100,dimension_color,second
25,brdc,3.0,2.0,9.0,9.0,1.0,1.0,9.0,2.0,blue,grey,blue,blue,grey,grey,heart,quadrat,triangle,diamond,triangle,circle,sharp,100,dimension_color,both
4,brcf,3.0,1.0,9.0,3.0,1.0,3.0,10.0,2.0,orange,orange,brown,brown,orange,brown,circle,diamond,circle,circle,diamond,diamond,sharp,0,color_form,both
6,zrdc,3.0,8.0,9.0,10.0,9.0,10.0,10.0,3.0,green,blue,blue,blue,blue,blue,circle,circle,triangle,circle,triangle,star,sharp,100,dimension_color,second
9,erdc,3.0,5.0,10.0,2.0,1.0,1.0,3.0,1.0,brown,brown,brown,brown,brown,green,triangle,quadrat,diamond,quadrat,triangle,circle,sharp,100,dimension_color,first
3,zrcf,5.0,7.0,9.0,9.0,3.0,3.0,3.0,3.0,black,black,black,black,black,green,star,heart,heart,heart,heart,heart,blurred,1,color_form,second
15,brdf,5.0,3.0,10.0,9.0,1.0,4.0,10.0,1.0,orange,orange,black,green,green,black,heart,triangle,heart,heart,triangle,triangle,blurred,16,dimension_form,both
18,zrdf,5.0,9.0,9.0,9.0,9.0,9.0,10.0,6.0,blue,grey,brown,brown,brown,green,circle,heart,heart,heart,heart,heart,blurred,19,dimension_form,second
6,brcf,5.0,1.0,10.0,10.0,2.0,3.0,9.0,9.0,green,green,blue,blue,green,blue,heart,triangle,heart,heart,triangle,triangle,blurred,71,color_form,both
12,zrdf,5.0,9.0,10.0,9.0,9.0,9.0,9.0,1.0,blue,brown,orange,green,brown,green,star,heart,heart,heart,heart,heart,blurred,74,dimension_form,second
19,zrcf,5.0,7.0,3.0,10.0,2.0,10.0,3.0,10.0,orange,orange,orange,orange,orange,blue,diamond,triangle,triangle,triangle,triangle,triangle,blurred,9,color_form,second
2,erdc,5.0,5.0,10.0,3.0,1.0,3.0,6.0,1.0,brown,brown,brown,brown,brown,grey,quadrat,triangle,diamond,heart,circle,star,blurred,89,dimension_color,first
27,zrdc,5.0,8.0,10.0,9.0,9.0,10.0,9.0,6.0,brown,green,green,green,green,green,diamond,star,circle,star,quadrat,heart,blurred,0,dimension_color,second
7,zrdf,5.0,9.0,9.0,10.0,9.0,10.0,9.0,3.0,blue,black,orange,orange,green,grey,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,2,dimension_form,second
14,ercf,5.0,4.0,9.0,10.0,3.0,9.0,2.0,1.0,black,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,star,blurred,93,color_form,first
26,zrdf,5.0,9.0,9.0,10.0,9.0,9.0,9.0,2.0,green,brown,brown,blue,orange,black,diamond,star,star,star,star,star,blurred,2,dimension_form,second
6,zrcf,5.0,7.0,3.0,3.0,10.0,2.0,3.0,3.0,green,green,green,green,green,blue,heart,triangle,triangle,triangle,triangle,triangle,blurred,91,color_form,second
5,erdc,5.0,5.0,10.0,3.0,4.0,6.0,2.0,1.0,grey,grey,grey,grey,grey,black,diamond,heart,circle,star,diamond,diamond,blurred,101,dimension_color,first
3,ercf,5.0,4.0,10.0,2.0,1.0,9.0,10.0,9.0,black,green,green,green,green,green,star,star,star,star,star,heart,blurred,83,color_form,first
25,zrcf,5.0,7.0,3.0,10.0,2.0,1.0,3.0,1.0,grey,grey,grey,grey,grey,blue,quadrat,triangle,triangle,triangle,triangle,triangle,blurred,77,color_form,second
19,ercf,5.0,4.0,10.0,2.0,1.0,3.0,10.0,2.0,blue,orange,orange,orange,orange,orange,diamond,diamond,diamond,diamond,diamond,triangle,blurred,80,color_form,first
12,brdf,5.0,3.0,10.0,9.0,3.0,4.0,9.0,1.0,blue,grey,black,green,green,brown,star,heart,star,star,heart,heart,blurred,11,dimension_form,both
21,erdc,5.0,5.0,9.0,6.0,6.0,4.0,1.0,1.0,green,green,green,green,green,black,star,heart,quadrat,diamond,heart,triangle,blurred,8,dimension_color,first
11,brcf,5.0,1.0,3.0,1.0,2.0,2.0,10.0,2.0,grey,grey,brown,brown,grey,brown,circle,quadrat,circle,circle,quadrat,quadrat,blurred,83,color_form,both
23,brdf,5.0,3.0,9.0,10.0,5.0,2.0,9.0,4.0,brown,green,grey,orange,grey,black,star,quadrat,star,star,quadrat,quadrat,blurred,86,dimension_form,both
23,zrdf,5.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,blue,green,green,green,blue,brown,star,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,80,dimension_form,second
9,ercf,5.0,4.0,1.0,1.0,10.0,10.0,2.0,1.0,brown,green,green,green,green,green,circle,circle,circle,circle,circle,heart,blurred,84,color_form,first
13,zrdc,5.0,8.0,10.0,10.0,10.0,9.0,9.0,3.0,brown,orange,orange,orange,orange,orange,circle,quadrat,heart,quadrat,heart,diamond,blurred,93,dimension_color,second
6,ercf,5.0,4.0,1.0,10.0,1.0,3.0,9.0,10.0,green,blue,blue,blue,blue,blue,heart,heart,heart,heart,heart,triangle,blurred,93,color_form,first
8,zrdc,5.0,8.0,10.0,10.0,10.0,10.0,9.0,3.0,orange,black,black,black,black,black,circle,triangle,triangle,quadrat,star,star,blurred,3,dimension_color,second
26,erdf,5.0,6.0,10.0,4.0,4.0,5.0,4.0,1.0,black,orange,black,brown,grey,grey,diamond,diamond,diamond,diamond,diamond,star,blurred,96,dimension_form,first
3,brcf,5.0,1.0,10.0,10.0,10.0,1.0,2.0,2.0,black,black,green,green,black,green,star,heart,star,star,heart,heart,blurred,8,color_form,both
17,brcf,5.0,1.0,9.0,10.0,10.0,3.0,10.0,10.0,black,black,orange,orange,black,orange,star,diamond,star,star,diamond,diamond,blurred,10,color_form,both
20,brdf,5.0,3.0,10.0,9.0,4.0,2.0,9.0,6.0,orange,orange,grey,blue,orange,brown,quadrat,circle,quadrat,quadrat,circle,circle,blurred,90,dimension_form,both
2,brdc,5.0,2.0,9.0,9.0,4.0,3.0,10.0,2.0,brown,grey,brown,brown,grey,grey,circle,quadrat,star,heart,circle,circle,blurred,10,dimension_color,both
20,zrdf,5.0,9.0,9.0,9.0,9.0,9.0,10.0,3.0,black,brown,green,brown,black,black,quadrat,circle,circle,circle,circle,circle,blurred,82,dimension_form,second
15,zrdf,5.0,9.0,10.0,9.0,10.0,9.0,10.0,2.0,blue,brown,orange,green,green,green,heart,triangle,triangle,triangle,triangle,triangle,blurred,85,dimension_form,second
8,brdc,5.0,2.0,10.0,9.0,3.0,5.0,10.0,5.0,orange,black,orange,orange,black,black,diamond,quadrat,quadrat,quadrat,circle,quadrat,blurred,97,dimension_color,both
7,erdf,5.0,6.0,9.0,4.0,2.0,2.0,4.0,2.0,black,grey,black,black,blue,grey,triangle,triangle,triangle,triangle,triangle,quadrat,blurred,97,dimension_form,first
4,zrdf,5.0,9.0,10.0,10.0,10.0,9.0,9.0,2.0,green,brown,blue,brown,blue,grey,circle,diamond,diamond,diamond,diamond,diamond,blurred,3,dimension_form,second
1,brdf,5.0,3.0,10.0,9.0,3.0,1.0,9.0,2.0,black,brown,blue,blue,green,black,triangle,diamond,triangle,triangle,diamond,diamond,blurred,95,dimension_form,both
25,brcf,5.0,1.0,2.0,10.0,2.0,1.0,9.0,10.0,blue,blue,grey,grey,blue,grey,quadrat,triangle,quadrat,quadrat,triangle,triangle,blurred,7,color_form,both
10,erdc,5.0,5.0,10.0,6.0,5.0,3.0,2.0,3.0,orange,orange,orange,orange,orange,blue,triangle,quadrat,quadrat,diamond,quadrat,heart,blurred,93,dimension_color,first
17,zrcf,5.0,7.0,3.0,2.0,3.0,2.0,10.0,10.0,black,black,black,black,black,orange,star,diamond,diamond,diamond,diamond,diamond,blurred,4,color_form,second
14,brcf,5.0,1.0,1.0,3.0,2.0,3.0,3.0,10.0,black,black,grey,grey,black,grey,quadrat,star,quadrat,quadrat,star,star,blurred,8,color_form,both
18,erdf,5.0,6.0,9.0,1.0,6.0,1.0,2.0,3.0,green,green,grey,grey,black,green,circle,circle,circle,circle,circle,heart,blurred,101,dimension_form,first
1,zrdf,5.0,9.0,10.0,10.0,9.0,9.0,9.0,6.0,blue,brown,grey,orange,black,brown,triangle,diamond,diamond,diamond,diamond,diamond,blurred,3,dimension_form,second
16,zrdc,5.0,8.0,9.0,10.0,10.0,10.0,10.0,4.0,grey,blue,blue,blue,blue,blue,triangle,quadrat,circle,heart,triangle,quadrat,blurred,4,dimension_color,second
17,ercf,5.0,4.0,10.0,1.0,9.0,3.0,10.0,10.0,black,orange,orange,orange,orange,orange,star,star,star,star,star,diamond,blurred,7,color_form,first
8,erdc,5.0,5.0,10.0,2.0,5.0,3.0,2.0,3.0,orange,orange,orange,orange,orange,black,diamond,quadrat,star,heart,quadrat,diamond,blurred,50,dimension_color,first
4,erdf,5.0,6.0,9.0,2.0,1.0,5.0,6.0,1.0,orange,brown,orange,brown,orange,orange,circle,circle,circle,circle,circle,diamond,blurred,101,dimension_form,first
5,zrdc,5.0,8.0,9.0,10.0,10.0,9.0,10.0,5.0,grey,black,black,black,black,black,star,quadrat,star,triangle,heart,diamond,blurred,85,dimension_color,second
22,brcf,5.0,1.0,9.0,10.0,9.0,3.0,3.0,9.0,orange,orange,brown,brown,orange,brown,diamond,circle,diamond,diamond,circle,circle,blurred,50,color_form,both
18,brdf,5.0,3.0,10.0,9.0,2.0,3.0,10.0,4.0,grey,black,blue,orange,brown,grey,circle,heart,circle,circle,heart,heart,blurred,100,dimension_form,both
16,brdc,5.0,2.0,10.0,9.0,2.0,3.0,9.0,5.0,grey,blue,grey,grey,blue,blue,quadrat,heart,quadrat,star,heart,quadrat,blurred,50,dimension_color,both
4,brdf,5.0,3.0,9.0,10.0,1.0,3.0,9.0,5.0,orange,brown,brown,blue,black,blue,circle,diamond,circle,circle,diamond,diamond,blurred,50,dimension_form,both
11,zrcf,5.0,7.0,10.0,10.0,2.0,3.0,1.0,1.0,grey,grey,grey,grey,grey,brown,circle,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,50,color_form,second
10,zrdc,5.0,8.0,9.0,9.0,10.0,9.0,9.0,3.0,orange,blue,blue,blue,blue,blue,heart,quadrat,quadrat,diamond,triangle,quadrat,blurred,50,dimension_color,second
24,zrdc,5.0,8.0,10.0,10.0,9.0,9.0,10.0,6.0,green,blue,blue,blue,blue,blue,quadrat,circle,circle,star,quadrat,quadrat,blurred,50,dimension_color,second
20,erdf,5.0,6.0,10.0,6.0,6.0,5.0,6.0,1.0,green,brown,green,grey,black,grey,quadrat,quadrat,quadrat,quadrat,quadrat,circle,blurred,101,dimension_form,first
27,brdc,5.0,2.0,10.0,10.0,1.0,6.0,10.0,5.0,brown,green,brown,brown,green,green,diamond,quadrat,triangle,heart,diamond,quadrat,blurred,50,dimension_color,both
13,erdc,5.0,5.0,10.0,5.0,3.0,1.0,1.0,2.0,brown,brown,brown,brown,brown,orange,circle,quadrat,quadrat,star,quadrat,heart,blurred,50,dimension_color,first
9,zrcf,5.0,7.0,1.0,2.0,3.0,2.0,1.0,9.0,brown,brown,brown,brown,brown,green,circle,heart,heart,heart,heart,heart,blurred,50,color_form,second
2,zrdc,5.0,8.0,10.0,9.0,9.0,10.0,10.0,6.0,brown,grey,grey,grey,grey,grey,diamond,diamond,heart,triangle,quadrat,triangle,blurred,50,dimension_color,second
21,brdc,5.0,2.0,10.0,9.0,5.0,4.0,10.0,3.0,black,green,black,black,green,green,triangle,triangle,diamond,heart,quadrat,star,blurred,50,dimension_color,both
25,ercf,5.0,4.0,2.0,1.0,10.0,3.0,2.0,3.0,blue,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,triangle,blurred,50,color_form,first
23,erdf,5.0,6.0,9.0,2.0,2.0,6.0,5.0,2.0,brown,blue,grey,grey,grey,black,star,star,star,star,star,quadrat,blurred,50,dimension_form,first
26,brdf,5.0,3.0,9.0,9.0,3.0,2.0,10.0,6.0,green,orange,orange,grey,orange,black,diamond,star,diamond,diamond,star,star,blurred,50,dimension_form,both
16,erdc,5.0,5.0,10.0,3.0,3.0,5.0,4.0,2.0,grey,grey,grey,grey,grey,blue,triangle,heart,circle,diamond,heart,quadrat,blurred,50,dimension_color,first
24,brdc,5.0,2.0,10.0,10.0,3.0,4.0,9.0,2.0,green,blue,green,green,blue,blue,diamond,triangle,triangle,quadrat,quadrat,star,blurred,50,dimension_color,both
14,zrcf,5.0,7.0,2.0,1.0,1.0,9.0,3.0,9.0,black,black,black,black,black,grey,quadrat,star,star,star,star,star,blurred,50,color_form,second
19,brcf,5.0,1.0,10.0,3.0,1.0,2.0,9.0,3.0,blue,blue,orange,orange,blue,orange,diamond,triangle,diamond,diamond,triangle,triangle,blurred,50,color_form,both
5,brdc,5.0,2.0,9.0,9.0,5.0,2.0,9.0,5.0,grey,black,grey,grey,black,black,quadrat,triangle,quadrat,star,heart,heart,blurred,50,dimension_color,both
27,erdc,5.0,5.0,9.0,2.0,5.0,5.0,2.0,1.0,green,green,green,green,green,brown,heart,star,diamond,circle,quadrat,quadrat,blurred,50,dimension_color,first
7,brdf,5.0,3.0,10.0,10.0,3.0,5.0,10.0,4.0,grey,blue,orange,blue,orange,orange,triangle,quadrat,triangle,triangle,quadrat,quadrat,blurred,50,dimension_form,both
11,ercf,5.0,4.0,10.0,9.0,1.0,9.0,3.0,1.0,grey,brown,brown,brown,brown,brown,circle,circle,circle,circle,circle,quadrat,blurred,41,color_form,first
9,brcf,5.0,1.0,3.0,10.0,10.0,2.0,2.0,9.0,brown,brown,green,green,brown,green,circle,heart,circle,circle,heart,heart,blurred,60,color_form,both
15,erdf,5.0,6.0,10.0,5.0,2.0,1.0,6.0,2.0,grey,green,green,orange,green,blue,heart,heart,heart,heart,heart,triangle,blurred,37,dimension_form,first
1,erdf,5.0,6.0,10.0,4.0,4.0,2.0,2.0,5.0,black,blue,blue,green,black,green,triangle,triangle,triangle,triangle,triangle,diamond,blurred,59,dimension_form,first
21,zrdc,5.0,8.0,9.0,10.0,10.0,9.0,10.0,3.0,black,green,green,green,green,green,quadrat,diamond,diamond,star,quadrat,circle,blurred,36,dimension_color,second
10,brdc,5.0,2.0,10.0,9.0,3.0,1.0,10.0,1.0,orange,blue,orange,orange,blue,blue,heart,triangle,circle,quadrat,circle,quadrat,blurred,45,dimension_color,both
22,ercf,5.0,4.0,9.0,9.0,3.0,2.0,1.0,2.0,orange,brown,brown,brown,brown,brown,diamond,diamond,diamond,diamond,diamond,circle,blurred,55,color_form,first
13,brdc,5.0,2.0,9.0,10.0,1.0,6.0,9.0,6.0,brown,orange,brown,brown,orange,orange,quadrat,diamond,diamond,diamond,circle,circle,blurred,97,dimension_color,both
12,erdf,5.0,6.0,10.0,1.0,2.0,4.0,1.0,4.0,grey,brown,black,grey,blue,orange,star,star,star,star,star,heart,blurred,44,dimension_form,first
24,erdc,5.0,5.0,10.0,1.0,1.0,5.0,5.0,4.0,blue,blue,blue,blue,blue,green,circle,diamond,circle,triangle,circle,quadrat,blurred,63,dimension_color,first
22,zrcf,5.0,7.0,3.0,10.0,9.0,9.0,2.0,2.0,brown,brown,brown,brown,brown,orange,diamond,circle,circle,circle,circle,circle,blurred,43,color_form,second
17,brcf,5.0,1.0,9.0,10.0,10.0,3.0,10.0,10.0,black,black,orange,orange,black,orange,star,diamond,star,star,diamond,diamond,blurred,100,color_form,both
26,erdf,5.0,6.0,10.0,4.0,4.0,5.0,4.0,1.0,black,orange,black,brown,grey,grey,diamond,diamond,diamond,diamond,diamond,star,blurred,27,dimension_form,first
16,zrdc,5.0,8.0,9.0,10.0,10.0,10.0,10.0,4.0,grey,blue,blue,blue,blue,blue,triangle,quadrat,circle,heart,triangle,quadrat,blurred,75,dimension_color,second
2,erdc,5.0,5.0,10.0,3.0,1.0,3.0,6.0,1.0,brown,brown,brown,brown,brown,grey,quadrat,triangle,diamond,heart,circle,star,blurred,18,dimension_color,first
9,brcf,5.0,1.0,3.0,10.0,10.0,2.0,2.0,9.0,brown,brown,green,green,brown,green,circle,heart,circle,circle,heart,heart,blurred,60,color_form,both
22,brcf,5.0,1.0,9.0,10.0,9.0,3.0,3.0,9.0,orange,orange,brown,brown,orange,brown,diamond,circle,diamond,diamond,circle,circle,blurred,95,color_form,both
14,zrcf,5.0,7.0,2.0,1.0,1.0,9.0,3.0,9.0,black,black,black,black,black,grey,quadrat,star,star,star,star,star,blurred,13,color_form,second
4,zrdf,5.0,9.0,10.0,10.0,10.0,9.0,9.0,2.0,green,brown,blue,brown,blue,grey,circle,diamond,diamond,diamond,diamond,diamond,blurred,32,dimension_form,second
24,zrdc,5.0,8.0,10.0,10.0,9.0,9.0,10.0,6.0,green,blue,blue,blue,blue,blue,quadrat,circle,circle,star,quadrat,quadrat,blurred,0,dimension_color,second
3,ercf,5.0,4.0,10.0,2.0,1.0,9.0,10.0,9.0,black,green,green,green,green,green,star,star,star,star,star,heart,blurred,25,color_form,first
20,zrdf,5.0,9.0,9.0,9.0,9.0,9.0,10.0,3.0,black,brown,green,brown,black,black,quadrat,circle,circle,circle,circle,circle,blurred,27,dimension_form,second
20,erdf,5.0,6.0,10.0,6.0,6.0,5.0,6.0,1.0,green,brown,green,grey,black,grey,quadrat,quadrat,quadrat,quadrat,quadrat,circle,blurred,100,dimension_form,first
3,brcf,5.0,1.0,10.0,10.0,10.0,1.0,2.0,2.0,black,black,green,green,black,green,star,heart,star,star,heart,heart,blurred,68,color_form,both
24,brdc,5.0,2.0,10.0,10.0,3.0,4.0,9.0,2.0,green,blue,green,green,blue,blue,diamond,triangle,triangle,quadrat,quadrat,star,blurred,81,dimension_color,both
4,brdf,5.0,3.0,9.0,10.0,1.0,3.0,9.0,5.0,orange,brown,brown,blue,black,blue,circle,diamond,circle,circle,diamond,diamond,blurred,78,dimension_form,both
19,brcf,5.0,1.0,10.0,3.0,1.0,2.0,9.0,3.0,blue,blue,orange,orange,blue,orange,diamond,triangle,diamond,diamond,triangle,triangle,blurred,11,color_form,both
27,zrdc,5.0,8.0,10.0,9.0,9.0,10.0,9.0,6.0,brown,green,green,green,green,green,diamond,star,circle,star,quadrat,heart,blurred,100,dimension_color,second
18,zrdf,5.0,9.0,9.0,9.0,9.0,9.0,10.0,6.0,blue,grey,brown,brown,brown,green,circle,heart,heart,heart,heart,heart,blurred,24,dimension_form,second
22,ercf,5.0,4.0,9.0,9.0,3.0,2.0,1.0,2.0,orange,brown,brown,brown,brown,brown,diamond,diamond,diamond,diamond,diamond,circle,blurred,98,color_form,first
12,erdf,5.0,6.0,10.0,1.0,2.0,4.0,1.0,4.0,grey,brown,black,grey,blue,orange,star,star,star,star,star,heart,blurred,27,dimension_form,first
16,erdc,5.0,5.0,10.0,3.0,3.0,5.0,4.0,2.0,grey,grey,grey,grey,grey,blue,triangle,heart,circle,diamond,heart,quadrat,blurred,21,dimension_color,first
27,erdc,5.0,5.0,9.0,2.0,5.0,5.0,2.0,1.0,green,green,green,green,green,brown,heart,star,diamond,circle,quadrat,quadrat,blurred,27,dimension_color,first
8,zrdc,5.0,8.0,10.0,10.0,10.0,10.0,9.0,3.0,orange,black,black,black,black,black,circle,triangle,triangle,quadrat,star,star,blurred,23,dimension_color,second
22,zrcf,5.0,7.0,3.0,10.0,9.0,9.0,2.0,2.0,brown,brown,brown,brown,brown,orange,diamond,circle,circle,circle,circle,circle,blurred,62,color_form,second
16,brdc,5.0,2.0,10.0,9.0,2.0,3.0,9.0,5.0,grey,blue,grey,grey,blue,blue,quadrat,heart,quadrat,star,heart,quadrat,blurred,31,dimension_color,both
18,erdf,5.0,6.0,9.0,1.0,6.0,1.0,2.0,3.0,green,green,grey,grey,black,green,circle,circle,circle,circle,circle,heart,blurred,95,dimension_form,first
1,erdf,5.0,6.0,10.0,4.0,4.0,2.0,2.0,5.0,black,blue,blue,green,black,green,triangle,triangle,triangle,triangle,triangle,diamond,blurred,72,dimension_form,first
8,brdc,5.0,2.0,10.0,9.0,3.0,5.0,10.0,5.0,orange,black,orange,orange,black,black,diamond,quadrat,quadrat,quadrat,circle,quadrat,blurred,74,dimension_color,both
20,brdf,5.0,3.0,10.0,9.0,4.0,2.0,9.0,6.0,orange,orange,grey,blue,orange,brown,quadrat,circle,quadrat,quadrat,circle,circle,blurred,26,dimension_form,both
21,zrdc,5.0,8.0,9.0,10.0,10.0,9.0,10.0,3.0,black,green,green,green,green,green,quadrat,diamond,diamond,star,quadrat,circle,blurred,38,dimension_color,second
5,zrdc,5.0,8.0,9.0,10.0,10.0,9.0,10.0,5.0,grey,black,black,black,black,black,star,quadrat,star,triangle,heart,diamond,blurred,65,dimension_color,second
10,erdc,5.0,5.0,10.0,6.0,5.0,3.0,2.0,3.0,orange,orange,orange,orange,orange,blue,triangle,quadrat,quadrat,diamond,quadrat,heart,blurred,30,dimension_color,first
6,brcf,5.0,1.0,10.0,10.0,2.0,3.0,9.0,9.0,green,green,blue,blue,green,blue,heart,triangle,heart,heart,triangle,triangle,blurred,67,color_form,both
10,brdc,5.0,2.0,10.0,9.0,3.0,1.0,10.0,1.0,orange,blue,orange,orange,blue,blue,heart,triangle,circle,quadrat,circle,quadrat,blurred,67,dimension_color,both
10,zrdc,5.0,8.0,9.0,9.0,10.0,9.0,9.0,3.0,orange,blue,blue,blue,blue,blue,heart,quadrat,quadrat,diamond,triangle,quadrat,blurred,20,dimension_color,second
9,zrcf,5.0,7.0,1.0,2.0,3.0,2.0,1.0,9.0,brown,brown,brown,brown,brown,green,circle,heart,heart,heart,heart,heart,blurred,70,color_form,second
19,zrcf,5.0,7.0,3.0,10.0,2.0,10.0,3.0,10.0,orange,orange,orange,orange,orange,blue,diamond,triangle,triangle,triangle,triangle,triangle,blurred,89,color_form,second
1,brdf,5.0,3.0,10.0,9.0,3.0,1.0,9.0,2.0,black,brown,blue,blue,green,black,triangle,diamond,triangle,triangle,diamond,diamond,blurred,14,dimension_form,both
23,brdf,5.0,3.0,9.0,10.0,5.0,2.0,9.0,4.0,brown,green,grey,orange,grey,black,star,quadrat,star,star,quadrat,quadrat,blurred,85,dimension_form,both
7,brdf,5.0,3.0,10.0,10.0,3.0,5.0,10.0,4.0,grey,blue,orange,blue,orange,orange,triangle,quadrat,triangle,triangle,quadrat,quadrat,blurred,96,dimension_form,both
11,ercf,5.0,4.0,10.0,9.0,1.0,9.0,3.0,1.0,grey,brown,brown,brown,brown,brown,circle,circle,circle,circle,circle,quadrat,blurred,96,color_form,first
12,brdf,5.0,3.0,10.0,9.0,3.0,4.0,9.0,1.0,blue,grey,black,green,green,brown,star,heart,star,star,heart,heart,blurred,100,dimension_form,both
26,brdf,5.0,3.0,9.0,9.0,3.0,2.0,10.0,6.0,green,orange,orange,grey,orange,black,diamond,star,diamond,diamond,star,star,blurred,10,dimension_form,both
8,erdc,5.0,5.0,10.0,2.0,5.0,3.0,2.0,3.0,orange,orange,orange,orange,orange,black,diamond,quadrat,star,heart,quadrat,diamond,blurred,35,dimension_color,first
6,ercf,5.0,4.0,1.0,10.0,1.0,3.0,9.0,10.0,green,blue,blue,blue,blue,blue,heart,heart,heart,heart,heart,triangle,blurred,100,color_form,first
15,erdf,5.0,6.0,10.0,5.0,2.0,1.0,6.0,2.0,grey,green,green,orange,green,blue,heart,heart,heart,heart,heart,triangle,blurred,7,dimension_form,first
14,brcf,5.0,1.0,1.0,3.0,2.0,3.0,3.0,10.0,black,black,grey,grey,black,grey,quadrat,star,quadrat,quadrat,star,star,blurred,90,color_form,both
3,zrcf,5.0,7.0,9.0,9.0,3.0,3.0,3.0,3.0,black,black,black,black,black,green,star,heart,heart,heart,heart,heart,blurred,95,color_form,second
25,zrcf,5.0,7.0,3.0,10.0,2.0,1.0,3.0,1.0,grey,grey,grey,grey,grey,blue,quadrat,triangle,triangle,triangle,triangle,triangle,blurred,97,color_form,second
2,zrdc,5.0,8.0,10.0,9.0,9.0,10.0,10.0,6.0,brown,grey,grey,grey,grey,grey,diamond,diamond,heart,triangle,quadrat,triangle,blurred,89,dimension_color,second
1,zrdf,5.0,9.0,10.0,10.0,9.0,9.0,9.0,6.0,blue,brown,grey,orange,black,brown,triangle,diamond,diamond,diamond,diamond,diamond,blurred,8,dimension_form,second
19,ercf,5.0,4.0,10.0,2.0,1.0,3.0,10.0,2.0,blue,orange,orange,orange,orange,orange,diamond,diamond,diamond,diamond,diamond,triangle,blurred,95,color_form,first
11,zrcf,5.0,7.0,10.0,10.0,2.0,3.0,1.0,1.0,grey,grey,grey,grey,grey,brown,circle,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,0,color_form,second
12,zrdf,5.0,9.0,10.0,9.0,9.0,9.0,9.0,1.0,blue,brown,orange,green,brown,green,star,heart,heart,heart,heart,heart,blurred,82,dimension_form,second
15,brdf,5.0,3.0,10.0,9.0,1.0,4.0,10.0,1.0,orange,orange,black,green,green,black,heart,triangle,heart,heart,triangle,triangle,blurred,0,dimension_form,both
26,zrdf,5.0,9.0,9.0,10.0,9.0,9.0,9.0,2.0,green,brown,brown,blue,orange,black,diamond,star,star,star,star,star,blurred,0,dimension_form,second
13,zrdc,5.0,8.0,10.0,10.0,10.0,9.0,9.0,3.0,brown,orange,orange,orange,orange,orange,circle,quadrat,heart,quadrat,heart,diamond,blurred,10,dimension_color,second
7,zrdf,5.0,9.0,9.0,10.0,9.0,10.0,9.0,3.0,blue,black,orange,orange,green,grey,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,84,dimension_form,second
23,erdf,5.0,6.0,9.0,2.0,2.0,6.0,5.0,2.0,brown,blue,grey,grey,grey,black,star,star,star,star,star,quadrat,blurred,97,dimension_form,first
6,zrcf,5.0,7.0,3.0,3.0,10.0,2.0,3.0,3.0,green,green,green,green,green,blue,heart,triangle,triangle,triangle,triangle,triangle,blurred,97,color_form,second
4,erdf,5.0,6.0,9.0,2.0,1.0,5.0,6.0,1.0,orange,brown,orange,brown,orange,orange,circle,circle,circle,circle,circle,diamond,blurred,80,dimension_form,first
