canonical_row_position,id,item,conditions,list,annotation,trials,size_A,size_B,size_C,size_D,size_E,size_F,color_A,color_B,color_C,color_D,color_E,color_F,form_A,form_B,form_C,form_D,form_E,form_F,sharpness,combination,relevant_property,stimulus_row_index,trials_raw_stimulus,D,C,F,noun,sharpness_raw_stimulus
2161,27,2,brdf,3,FC,3,10,10,2,3,9,3,green,green,green,grey,black,grey,circle,quadrat,circle,circle,quadrat,quadrat,sharp,dimension_form,both,29,3,BR-B,,BR-CD,Aufkleber,sharp
2162,27,9,zrdc,3,CF,8,10,9,9,9,9,1,brown,green,green,green,green,green,quadrat,triangle,diamond,circle,quadrat,heart,sharp,dimension_color,second,223,8,NR-A,R-CF,,Aufkleber,sharp
2163,27,25,zrdc,3,CF,8,10,10,9,10,9,3,blue,grey,grey,grey,grey,grey,circle,quadrat,diamond,quadrat,quadrat,diamond,sharp,dimension_color,second,187,8,NR-A,R-AD,,Aufkleber,sharp
2164,27,8,brdf,3,CF,3,9,10,1,3,9,2,orange,blue,black,blue,grey,black,star,diamond,star,star,diamond,diamond,sharp,dimension_form,both,191,3,BR-B,,BR-BE,Aufkleber,sharp
2165,27,4,ercf,3,CF,4,9,10,3,1,2,10,orange,brown,brown,brown,brown,brown,circle,circle,circle,circle,circle,diamond,sharp,color_form,first,84,4,,R-BC,NR-BC,Aufkleber,sharp
2166,27,26,brcf,3,FC,1,1,1,2,2,2,3,orange,orange,black,black,orange,black,diamond,star,diamond,diamond,star,star,sharp,color_form,both,207,1,,BR-BE,BR-EB,Aufkleber,sharp
2167,27,9,erdc,3,CF,5,10,2,1,1,3,1,brown,brown,brown,brown,brown,green,triangle,quadrat,diamond,quadrat,triangle,circle,sharp,dimension_color,first,220,5,R-A,NR-CF,,Aufkleber,sharp
2168,27,26,ercf,3,CF,4,2,10,1,10,9,2,orange,black,black,black,black,black,diamond,diamond,diamond,diamond,diamond,star,sharp,color_form,first,210,4,,R-BE,NR-EB,Aufkleber,sharp
2169,27,10,zrdf,3,CF,9,10,10,9,9,10,3,orange,brown,blue,green,green,black,triangle,diamond,diamond,diamond,diamond,diamond,sharp,dimension_form,second,17,9,NR-B,,R-AB,Aufkleber,sharp
2170,27,4,zrcf,3,CF,7,10,1,3,1,3,3,orange,orange,orange,orange,orange,brown,circle,diamond,diamond,diamond,diamond,diamond,sharp,color_form,second,87,7,,NR-BC,R-BC,Aufkleber,sharp
2171,27,3,brdc,3,CF,2,10,10,3,2,9,1,black,green,black,black,green,green,star,quadrat,quadrat,circle,star,triangle,sharp,dimension_color,both,55,2,BR-A,BR-EF,,Aufkleber,sharp
2172,27,18,brcf,3,CF,1,9,1,3,1,1,10,green,green,brown,brown,green,brown,circle,heart,circle,circle,heart,heart,sharp,color_form,both,225,1,,BR-FC,BR-CF,Aufkleber,sharp
2173,27,1,zrcf,3,CF,7,2,2,1,3,2,3,blue,blue,blue,blue,blue,orange,triangle,diamond,diamond,diamond,diamond,diamond,sharp,color_form,second,6,7,,NR-AB,R-AB,Aufkleber,sharp
2174,27,4,brcf,3,CF,1,9,3,1,3,10,2,orange,orange,brown,brown,orange,brown,circle,diamond,circle,circle,diamond,diamond,sharp,color_form,both,81,1,,BR-BC,BR-BC,Aufkleber,sharp
2175,27,15,brcf,3,CF,1,2,3,2,9,3,10,blue,blue,green,green,blue,green,heart,triangle,heart,heart,triangle,triangle,sharp,color_form,both,144,1,,BR-AF,BR-FA,Aufkleber,sharp
2176,27,14,erdc,3,CF,5,9,3,3,1,3,2,black,black,black,black,black,grey,triangle,diamond,heart,quadrat,diamond,diamond,sharp,dimension_color,first,121,5,R-A,NR-ED,,Aufkleber,sharp
2177,27,21,brdf,3,CF,3,9,9,3,2,9,2,brown,grey,grey,green,brown,green,heart,star,heart,heart,star,star,sharp,dimension_form,both,74,3,BR-A,,BR-FE,Aufkleber,sharp
2178,27,9,brdc,3,CF,2,10,10,3,1,10,2,brown,green,brown,brown,green,green,diamond,circle,diamond,quadrat,diamond,quadrat,sharp,dimension_color,both,217,2,BR-A,BR-CF,,Aufkleber,sharp
2179,27,11,zrdc,3,CF,8,10,10,10,9,10,1,grey,brown,brown,brown,brown,brown,diamond,heart,diamond,quadrat,diamond,quadrat,sharp,dimension_color,second,43,8,NR-A,R-DC,,Aufkleber,sharp
2180,27,24,zrdf,3,FC,9,9,10,9,10,10,2,black,grey,green,green,black,brown,triangle,heart,heart,heart,heart,heart,sharp,dimension_form,second,161,9,NR-A,,R-AF,Aufkleber,sharp
2181,27,11,erdc,3,FC,5,10,1,2,2,3,1,grey,grey,grey,grey,grey,brown,circle,star,heart,quadrat,quadrat,quadrat,sharp,dimension_color,first,40,5,R-A,NR-DC,,Aufkleber,sharp
2182,27,5,zrdf,3,CF,9,10,10,9,9,10,3,brown,brown,grey,brown,green,orange,quadrat,star,star,star,star,star,sharp,dimension_form,second,116,9,NR-B,,R-DE,Aufkleber,sharp
2183,28,13,brdf,3,DCF,3,9,9,2,3,9,1,grey,orange,grey,orange,grey,grey,circle,diamond,circle,circle,diamond,diamond,sharp,dimension_form,both,92,3,BR-B,,BR-BC,Aufkleber,sharp
2184,28,20,ercf,3,C,4,3,1,3,2,3,3,brown,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,circle,sharp,color_form,first,48,4,,R-CD,NR-DC,Aufkleber,sharp
2185,28,12,ercf,3,C,4,10,3,1,10,2,2,green,black,black,black,black,black,star,star,star,star,star,heart,sharp,color_form,first,66,4,,R-FE,NR-EF,Aufkleber,sharp
2186,28,12,zrcf,3,F,7,2,10,10,3,9,2,green,green,green,green,green,black,star,heart,heart,heart,heart,heart,sharp,color_form,second,69,7,,NR-FE,R-EF,Aufkleber,sharp
2187,28,27,brdf,3,CF,3,9,9,2,1,10,2,brown,brown,grey,green,orange,blue,heart,circle,heart,heart,circle,circle,sharp,dimension_form,both,236,3,BR-A,,BR-FC,Aufkleber,sharp
2188,28,1,brcf,3,CF,1,9,10,2,9,2,2,blue,blue,orange,orange,blue,orange,triangle,diamond,triangle,triangle,diamond,diamond,sharp,color_form,both,0,1,,BR-AB,BR-AB,Aufkleber,sharp
2189,28,4,ercf,3,C,4,9,10,3,1,2,10,orange,brown,brown,brown,brown,brown,circle,circle,circle,circle,circle,diamond,sharp,color_form,first,84,4,,R-BC,NR-BC,Aufkleber,sharp
2190,28,25,erdc,3,DCF,5,9,2,2,2,2,3,grey,grey,grey,grey,grey,blue,circle,triangle,quadrat,quadrat,quadrat,star,sharp,dimension_color,first,184,5,R-A,NR-DA,,Aufkleber,sharp
2191,28,4,zrcf,3,F,7,10,1,3,1,3,3,orange,orange,orange,orange,orange,brown,circle,diamond,diamond,diamond,diamond,diamond,sharp,color_form,second,87,7,,NR-BC,R-BC,Aufkleber,sharp
2192,28,18,brcf,3,CF,1,9,1,3,1,1,10,green,green,brown,brown,green,brown,circle,heart,circle,circle,heart,heart,sharp,color_form,both,225,1,,BR-FC,BR-CF,Aufkleber,sharp
2193,28,7,ercf,3,C,4,10,10,3,3,1,1,blue,grey,grey,grey,grey,grey,triangle,triangle,triangle,triangle,triangle,quadrat,sharp,color_form,first,165,4,,R-AD,NR-AD,Aufkleber,sharp
2194,28,18,zrcf,3,F,7,2,1,2,9,10,1,green,green,green,green,green,brown,circle,heart,heart,heart,heart,heart,sharp,color_form,second,231,7,,NR-FC,R-CF,Aufkleber,sharp
2195,28,14,brdc,3,DF,2,10,10,2,2,10,2,black,grey,black,black,grey,grey,heart,quadrat,diamond,heart,star,star,sharp,dimension_color,both,118,2,BR-A,BR-ED,,Aufkleber,sharp
2196,28,26,brcf,3,F,1,1,1,2,2,2,3,orange,orange,black,black,orange,black,diamond,star,diamond,diamond,star,star,sharp,color_form,both,207,1,,BR-BE,BR-EB,Aufkleber,sharp
2197,28,24,erdf,3,DF,6,9,2,3,2,3,1,brown,black,blue,orange,orange,orange,triangle,triangle,triangle,triangle,triangle,heart,sharp,dimension_form,first,158,6,R-A,,NR-AF,Aufkleber,sharp
2198,28,14,zrdc,3,CF,8,9,9,9,10,9,2,black,grey,grey,grey,grey,grey,circle,quadrat,quadrat,quadrat,diamond,diamond,sharp,dimension_color,second,124,8,NR-A,R-ED,,Aufkleber,sharp
2199,28,27,zrdf,3,F,9,10,10,10,9,10,1,orange,grey,blue,orange,brown,black,heart,circle,circle,circle,circle,circle,sharp,dimension_form,second,242,9,NR-A,,R-FC,Aufkleber,sharp
2200,28,22,erdc,3,DF,5,10,1,3,3,1,1,brown,brown,brown,brown,brown,orange,quadrat,triangle,quadrat,quadrat,triangle,quadrat,sharp,dimension_color,first,103,5,R-A,NR-CB,,Aufkleber,sharp
2201,28,26,zrcf,3,F,7,3,2,2,3,3,10,black,black,black,black,black,orange,diamond,star,star,star,star,star,sharp,color_form,second,213,7,,NR-EB,R-EB,Aufkleber,sharp
2202,28,11,brdc,3,CDF,2,10,10,1,3,9,2,grey,brown,grey,grey,brown,brown,quadrat,triangle,triangle,triangle,diamond,quadrat,sharp,dimension_color,both,37,2,BR-A,BR-DC,,Aufkleber,sharp
2203,28,15,zrcf,3,F,7,10,9,10,9,1,3,blue,blue,blue,blue,blue,green,heart,triangle,triangle,triangle,triangle,triangle,sharp,color_form,second,150,7,,NR-AF,R-FA,Aufkleber,sharp
2204,28,2,zrdf,3,F,9,9,9,10,9,9,1,blue,green,grey,orange,brown,orange,circle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,dimension_form,second,35,9,NR-B,,R-CD,Aufkleber,sharp
2205,28,8,erdf,3,DF,6,9,2,1,3,1,3,brown,green,green,orange,blue,grey,star,star,star,star,star,diamond,sharp,dimension_form,first,194,6,R-B,,NR-BE,Aufkleber,sharp
2206,28,21,brdf,3,DF,3,9,9,3,2,9,2,brown,grey,grey,green,brown,green,heart,star,heart,heart,star,star,sharp,dimension_form,both,74,3,BR-A,,BR-FE,Aufkleber,sharp
2207,28,1,zrcf,3,F,7,2,2,1,3,2,3,blue,blue,blue,blue,blue,orange,triangle,diamond,diamond,diamond,diamond,diamond,sharp,color_form,second,6,7,,NR-AB,R-AB,Aufkleber,sharp
2208,28,1,ercf,3,C,4,2,10,10,10,9,10,blue,orange,orange,orange,orange,orange,triangle,triangle,triangle,triangle,triangle,diamond,sharp,color_form,first,3,4,,R-AB,NR-AB,Aufkleber,sharp
2209,28,18,ercf,3,C,4,1,10,3,3,10,1,green,brown,brown,brown,brown,brown,circle,circle,circle,circle,circle,heart,sharp,color_form,first,228,4,,R-FC,NR-CF,Aufkleber,sharp
2210,28,22,brdc,3,DFC,2,9,9,1,1,10,3,orange,brown,orange,orange,brown,brown,quadrat,star,quadrat,diamond,triangle,quadrat,sharp,dimension_color,both,100,2,BR-A,BR-BC,,Aufkleber,sharp
2211,28,21,zrdf,3,F,9,10,10,9,9,10,1,brown,grey,green,green,blue,green,heart,star,star,star,star,star,sharp,dimension_form,second,80,9,NR-A,,R-FE,Aufkleber,sharp
2212,28,7,brcf,3,DF,1,3,2,10,9,2,3,blue,blue,grey,grey,blue,grey,triangle,quadrat,triangle,triangle,quadrat,quadrat,sharp,color_form,both,162,1,,BR-AD,BR-AD,Aufkleber,sharp
2213,28,12,brcf,3,CF,1,3,10,2,9,9,10,green,green,black,black,green,black,star,heart,star,star,heart,heart,sharp,color_form,both,63,1,,BR-FE,BR-EF,Aufkleber,sharp
2214,28,20,zrcf,3,F,7,3,1,1,9,1,3,grey,grey,grey,grey,grey,brown,quadrat,circle,circle,circle,circle,circle,sharp,color_form,second,51,7,,NR-DC,R-DC,Aufkleber,sharp
2215,28,6,brdc,3,CDF,2,9,9,1,2,9,1,green,blue,green,green,blue,blue,diamond,quadrat,diamond,quadrat,circle,circle,sharp,dimension_color,both,136,2,BR-A,BR-FA,,Aufkleber,sharp
2216,28,22,zrdc,3,C,8,10,10,9,9,9,1,orange,brown,brown,brown,brown,brown,star,heart,circle,quadrat,quadrat,circle,sharp,dimension_color,second,106,8,NR-A,R-BC,,Aufkleber,sharp
2217,28,11,zrdc,3,C,8,10,10,10,9,10,1,grey,brown,brown,brown,brown,brown,diamond,heart,diamond,quadrat,diamond,quadrat,sharp,dimension_color,second,43,8,NR-A,R-DC,,Aufkleber,sharp
2218,28,13,zrdf,3,C,9,9,9,10,10,10,3,brown,blue,black,green,black,brown,circle,diamond,diamond,diamond,diamond,diamond,sharp,dimension_form,second,98,9,NR-B,,R-BC,Aufkleber,sharp
2219,28,25,brdc,3,DCF,2,9,9,1,1,9,2,blue,grey,blue,blue,grey,grey,heart,quadrat,triangle,diamond,triangle,circle,sharp,dimension_color,both,181,2,BR-A,BR-AD,,Aufkleber,sharp
2220,28,5,zrdf,3,F,9,10,10,9,9,10,3,brown,brown,grey,brown,green,orange,quadrat,star,star,star,star,star,sharp,dimension_form,second,116,9,NR-B,,R-DE,Aufkleber,sharp
2221,28,16,brdf,3,DCF,3,10,9,3,2,10,2,green,black,green,blue,green,blue,triangle,quadrat,triangle,triangle,quadrat,quadrat,sharp,dimension_form,both,173,3,BR-B,,BR-AD,Aufkleber,sharp
2222,28,5,erdf,3,DCF,6,10,1,3,1,2,3,blue,black,green,green,black,brown,quadrat,quadrat,quadrat,quadrat,quadrat,star,sharp,dimension_form,first,113,6,R-B,,NR-DE,Aufkleber,sharp
2223,28,9,brdc,3,DCF,2,10,10,3,1,10,2,brown,green,brown,brown,green,green,diamond,circle,diamond,quadrat,diamond,quadrat,sharp,dimension_color,both,217,2,BR-A,BR-CF,,Aufkleber,sharp
2224,28,23,brcf,3,DCF,1,3,10,3,3,10,2,grey,grey,black,black,grey,black,star,quadrat,star,star,quadrat,quadrat,sharp,color_form,both,126,1,,BR-DE,BR-ED,Aufkleber,sharp
2225,28,14,erdc,3,D,5,9,3,3,1,3,2,black,black,black,black,black,grey,triangle,diamond,heart,quadrat,diamond,diamond,sharp,dimension_color,first,121,5,R-A,NR-ED,,Aufkleber,sharp
2226,28,8,zrdf,3,F,9,9,9,9,10,9,2,orange,blue,brown,orange,blue,orange,star,diamond,diamond,diamond,diamond,diamond,sharp,dimension_form,second,197,9,NR-B,,R-BE,Aufkleber,sharp
2227,28,6,zrdc,3,C,8,9,10,9,10,10,3,green,blue,blue,blue,blue,blue,circle,circle,triangle,circle,triangle,star,sharp,dimension_color,second,142,8,NR-A,R-FA,,Aufkleber,sharp
2228,28,16,erdf,3,D,6,9,1,1,3,2,2,grey,orange,orange,blue,blue,brown,triangle,triangle,triangle,triangle,triangle,quadrat,sharp,dimension_form,first,176,6,R-B,,NR-AD,Aufkleber,sharp
2229,28,7,zrcf,3,DF,7,10,3,10,9,1,2,blue,blue,blue,blue,blue,grey,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,color_form,second,168,7,,NR-AD,R-AD,Aufkleber,sharp
2230,28,23,zrcf,3,F,7,3,2,2,2,3,10,black,black,black,black,black,grey,star,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,color_form,second,132,7,,NR-ED,R-ED,Aufkleber,sharp
2231,28,4,brcf,3,DFC,1,9,3,1,3,10,2,orange,orange,brown,brown,orange,brown,circle,diamond,circle,circle,diamond,diamond,sharp,color_form,both,81,1,,BR-BC,BR-BC,Aufkleber,sharp
2232,28,5,brdf,3,DF,3,10,10,1,3,9,3,brown,brown,green,blue,blue,blue,quadrat,star,quadrat,quadrat,star,star,sharp,dimension_form,both,110,3,BR-B,,BR-DE,Aufkleber,sharp
2233,28,17,zrdc,3,C,8,9,10,9,9,9,1,black,orange,orange,orange,orange,orange,star,star,diamond,quadrat,star,triangle,sharp,dimension_color,second,205,8,NR-A,R-EB,,Aufkleber,sharp
2234,28,21,erdf,3,D,6,10,2,3,3,1,3,brown,grey,green,black,grey,grey,heart,heart,heart,heart,heart,star,sharp,dimension_form,first,77,6,R-A,,NR-FE,Aufkleber,sharp
2235,28,19,erdc,3,D,5,10,1,3,2,2,1,orange,orange,orange,orange,orange,blue,diamond,triangle,circle,star,circle,quadrat,sharp,dimension_color,first,22,5,R-A,NR-BA,,Aufkleber,sharp
2236,28,16,zrdf,3,F,9,10,9,10,10,9,2,brown,grey,blue,brown,brown,grey,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,dimension_form,second,179,9,NR-B,,R-AD,Aufkleber,sharp
2237,28,25,zrdc,3,C,8,10,10,9,10,9,3,blue,grey,grey,grey,grey,grey,circle,quadrat,diamond,quadrat,quadrat,diamond,sharp,dimension_color,second,187,8,NR-A,R-AD,,Aufkleber,sharp
2238,28,6,erdc,3,D,5,9,2,2,1,3,1,green,green,green,green,green,blue,heart,triangle,quadrat,triangle,star,circle,sharp,dimension_color,first,139,5,R-A,NR-FA,,Aufkleber,sharp
2239,28,15,brcf,3,CF,1,2,3,2,9,3,10,blue,blue,green,green,blue,green,heart,triangle,heart,heart,triangle,triangle,sharp,color_form,both,144,1,,BR-AF,BR-FA,Aufkleber,sharp
2240,28,11,erdc,3,D,5,10,1,2,2,3,1,grey,grey,grey,grey,grey,brown,circle,star,heart,quadrat,quadrat,quadrat,sharp,dimension_color,first,40,5,R-A,NR-DC,,Aufkleber,sharp
2241,28,23,ercf,3,CF,4,9,1,1,10,9,3,grey,black,black,black,black,black,star,star,star,star,star,quadrat,sharp,color_form,first,129,4,,R-DE,NR-ED,Aufkleber,sharp
2242,28,10,brdf,3,DF,3,9,10,1,2,10,1,orange,grey,brown,green,green,grey,triangle,diamond,triangle,triangle,diamond,diamond,sharp,dimension_form,both,11,3,BR-B,,BR-AB,Aufkleber,sharp
2243,28,9,zrdc,3,CF,8,10,9,9,9,9,1,brown,green,green,green,green,green,quadrat,triangle,diamond,circle,quadrat,heart,sharp,dimension_color,second,223,8,NR-A,R-CF,,Aufkleber,sharp
2244,28,24,zrdf,3,F,9,9,10,9,10,10,2,black,grey,green,green,black,brown,triangle,heart,heart,heart,heart,heart,sharp,dimension_form,second,161,9,NR-A,,R-AF,Aufkleber,sharp
2245,28,13,erdf,3,C,6,10,1,2,3,3,2,brown,orange,blue,green,blue,brown,circle,circle,circle,circle,circle,diamond,sharp,dimension_form,first,95,6,R-B,,NR-BC,Aufkleber,sharp
2246,28,17,brdc,3,DF,2,9,10,3,2,10,2,black,orange,black,black,orange,orange,star,triangle,heart,quadrat,star,heart,sharp,dimension_color,both,199,2,BR-A,BR-EB,,Aufkleber,sharp
2247,28,10,erdf,3,D,6,10,2,2,1,3,2,black,black,green,orange,brown,blue,triangle,triangle,triangle,triangle,triangle,diamond,sharp,dimension_form,first,14,6,R-B,,NR-AB,Aufkleber,sharp
2248,28,10,zrdf,3,F,9,10,10,9,9,10,3,orange,brown,blue,green,green,black,triangle,diamond,diamond,diamond,diamond,diamond,sharp,dimension_form,second,17,9,NR-B,,R-AB,Aufkleber,sharp
2249,28,19,zrdc,3,C,8,9,9,10,9,10,3,blue,orange,orange,orange,orange,orange,heart,diamond,diamond,diamond,circle,triangle,sharp,dimension_color,second,25,8,NR-A,R-AB,,Aufkleber,sharp
2250,28,2,brdf,3,C,3,10,10,2,3,9,3,green,green,green,grey,black,grey,circle,quadrat,circle,circle,quadrat,quadrat,sharp,dimension_form,both,29,3,BR-B,,BR-CD,Aufkleber,sharp
2251,28,2,erdf,3,D,6,10,2,2,2,3,2,blue,grey,black,black,brown,blue,circle,circle,circle,circle,circle,quadrat,sharp,dimension_form,first,32,6,R-B,,NR-CD,Aufkleber,sharp
2252,28,17,erdc,3,D,5,10,2,1,3,1,1,black,black,black,black,black,orange,heart,star,diamond,heart,quadrat,diamond,sharp,dimension_color,first,202,5,R-A,NR-EB,,Aufkleber,sharp
2253,28,15,ercf,3,C,4,1,9,1,3,10,1,blue,green,green,green,green,green,heart,heart,heart,heart,heart,triangle,sharp,color_form,first,147,4,,R-AF,NR-FA,Aufkleber,sharp
2254,28,20,brcf,3,CF,1,1,10,1,10,9,2,brown,brown,grey,grey,brown,grey,quadrat,circle,quadrat,quadrat,circle,circle,sharp,color_form,both,45,1,,BR-CD,BR-DC,Aufkleber,sharp
2255,28,9,erdc,3,D,5,10,2,1,1,3,1,brown,brown,brown,brown,brown,green,triangle,quadrat,diamond,quadrat,triangle,circle,sharp,dimension_color,first,220,5,R-A,NR-CF,,Aufkleber,sharp
2256,28,26,ercf,3,C,4,2,10,1,10,9,2,orange,black,black,black,black,black,diamond,diamond,diamond,diamond,diamond,star,sharp,color_form,first,210,4,,R-BE,NR-EB,Aufkleber,sharp
2257,28,3,erdc,3,D,5,9,3,1,3,1,2,black,black,black,black,black,green,heart,star,heart,triangle,star,diamond,sharp,dimension_color,first,58,5,R-A,NR-EF,,Aufkleber,sharp
2258,28,19,brdc,3,DC,2,10,10,1,2,9,3,blue,orange,blue,blue,orange,orange,triangle,star,star,heart,quadrat,quadrat,sharp,dimension_color,both,19,2,BR-A,BR-AB,,Aufkleber,sharp
2259,28,8,brdf,3,C,3,9,10,1,3,9,2,orange,blue,black,blue,grey,black,star,diamond,star,star,diamond,diamond,sharp,dimension_form,both,191,3,BR-B,,BR-BE,Aufkleber,sharp
2260,28,27,erdf,3,D,6,10,3,1,1,3,2,green,blue,brown,grey,brown,grey,heart,heart,heart,heart,heart,circle,sharp,dimension_form,first,239,6,R-A,,NR-FC,Aufkleber,sharp
2261,28,3,zrdc,3,C,8,10,10,10,9,9,3,black,green,green,green,green,green,star,heart,quadrat,circle,heart,quadrat,sharp,dimension_color,second,61,8,NR-A,R-EF,,Aufkleber,sharp
2262,28,24,brdf,3,DC,3,10,9,1,2,10,1,blue,blue,grey,grey,blue,orange,triangle,heart,triangle,triangle,heart,heart,sharp,dimension_form,both,155,3,BR-A,,BR-AF,Aufkleber,sharp
2263,28,3,brdc,3,DC,2,10,10,3,2,9,1,black,green,black,black,green,green,star,quadrat,quadrat,circle,star,triangle,sharp,dimension_color,both,55,2,BR-A,BR-EF,,Aufkleber,sharp
2264,29,2,brdf,3,C,3,10,10,2,3,9,3,green,green,green,grey,black,grey,circle,quadrat,circle,circle,quadrat,quadrat,sharp,dimension_form,both,29,3,BR-B,,BR-CD,Aufkleber,sharp
2265,29,20,zrcf,3,FDC,7,3,1,1,9,1,3,grey,grey,grey,grey,grey,brown,quadrat,circle,circle,circle,circle,circle,sharp,color_form,second,51,7,,NR-DC,R-DC,Aufkleber,sharp
2266,29,18,ercf,3,CDF,4,1,10,3,3,10,1,green,brown,brown,brown,brown,brown,circle,circle,circle,circle,circle,heart,sharp,color_form,first,228,4,,R-FC,NR-CF,Aufkleber,sharp
2267,29,24,zrdf,3,FDC,9,9,10,9,10,10,2,black,grey,green,green,black,brown,triangle,heart,heart,heart,heart,heart,sharp,dimension_form,second,161,9,NR-A,,R-AF,Aufkleber,sharp
2268,29,15,zrcf,3,FDC,7,10,9,10,9,1,3,blue,blue,blue,blue,blue,green,heart,triangle,triangle,triangle,triangle,triangle,sharp,color_form,second,150,7,,NR-AF,R-FA,Aufkleber,sharp
2269,29,8,brdf,3,CFD,3,9,10,1,3,9,2,orange,blue,black,blue,grey,black,star,diamond,star,star,diamond,diamond,sharp,dimension_form,both,191,3,BR-B,,BR-BE,Aufkleber,sharp
2270,29,2,erdf,3,DFC,6,10,2,2,2,3,2,blue,grey,black,black,brown,blue,circle,circle,circle,circle,circle,quadrat,sharp,dimension_form,first,32,6,R-B,,NR-CD,Aufkleber,sharp
2271,29,7,zrcf,3,FC,7,10,3,10,9,1,2,blue,blue,blue,blue,blue,grey,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,color_form,second,168,7,,NR-AD,R-AD,Aufkleber,sharp
2272,29,27,zrdf,3,FC,9,10,10,10,9,10,1,orange,grey,blue,orange,brown,black,heart,circle,circle,circle,circle,circle,sharp,dimension_form,second,242,9,NR-A,,R-FC,Aufkleber,sharp
2273,29,18,brcf,3,DFC,1,9,1,3,1,1,10,green,green,brown,brown,green,brown,circle,heart,circle,circle,heart,heart,sharp,color_form,both,225,1,,BR-FC,BR-CF,Aufkleber,sharp
2274,29,27,erdf,3,DFC,6,10,3,1,1,3,2,green,blue,brown,grey,brown,grey,heart,heart,heart,heart,heart,circle,sharp,dimension_form,first,239,6,R-A,,NR-FC,Aufkleber,sharp
2275,29,26,ercf,3,CF,4,2,10,1,10,9,2,orange,black,black,black,black,black,diamond,diamond,diamond,diamond,diamond,star,sharp,color_form,first,210,4,,R-BE,NR-EB,Aufkleber,sharp
2276,29,14,brdc,3,DCF,2,10,10,2,2,10,2,black,grey,black,black,grey,grey,heart,quadrat,diamond,heart,star,star,sharp,dimension_color,both,118,2,BR-A,BR-ED,,Aufkleber,sharp
2277,29,16,brdf,3,DFC,3,10,9,3,2,10,2,green,black,green,blue,green,blue,triangle,quadrat,triangle,triangle,quadrat,quadrat,sharp,dimension_form,both,173,3,BR-B,,BR-AD,Aufkleber,sharp
2278,29,10,zrdf,3,C,9,10,10,9,9,10,3,orange,brown,blue,green,green,black,triangle,diamond,diamond,diamond,diamond,diamond,sharp,dimension_form,second,17,9,NR-B,,R-AB,Aufkleber,sharp
2279,29,7,brcf,3,DCF,1,3,2,10,9,2,3,blue,blue,grey,grey,blue,grey,triangle,quadrat,triangle,triangle,quadrat,quadrat,sharp,color_form,both,162,1,,BR-AD,BR-AD,Aufkleber,sharp
2280,29,2,zrdf,3,F,9,9,9,10,9,9,1,blue,green,grey,orange,brown,orange,circle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,dimension_form,second,35,9,NR-B,,R-CD,Aufkleber,sharp
2281,29,9,erdc,3,DCF,5,10,2,1,1,3,1,brown,brown,brown,brown,brown,green,triangle,quadrat,diamond,quadrat,triangle,circle,sharp,dimension_color,first,220,5,R-A,NR-CF,,Aufkleber,sharp
2282,29,6,brdc,3,DCF,2,9,9,1,2,9,1,green,blue,green,green,blue,blue,diamond,quadrat,diamond,quadrat,circle,circle,sharp,dimension_color,both,136,2,BR-A,BR-FA,,Aufkleber,sharp
2283,29,22,erdc,3,DF,5,10,1,3,3,1,1,brown,brown,brown,brown,brown,orange,quadrat,triangle,quadrat,quadrat,triangle,quadrat,sharp,dimension_color,first,103,5,R-A,NR-CB,,Aufkleber,sharp
2284,29,4,zrcf,3,F,7,10,1,3,1,3,3,orange,orange,orange,orange,orange,brown,circle,diamond,diamond,diamond,diamond,diamond,sharp,color_form,second,87,7,,NR-BC,R-BC,Aufkleber,sharp
2285,29,19,zrdc,3,C,8,9,9,10,9,10,3,blue,orange,orange,orange,orange,orange,heart,diamond,diamond,diamond,circle,triangle,sharp,dimension_color,second,25,8,NR-A,R-AB,,Aufkleber,sharp
2286,29,20,brcf,3,CF,1,1,10,1,10,9,2,brown,brown,grey,grey,brown,grey,quadrat,circle,quadrat,quadrat,circle,circle,sharp,color_form,both,45,1,,BR-CD,BR-DC,Aufkleber,sharp
2287,29,21,erdf,3,DFC,6,10,2,3,3,1,3,brown,grey,green,black,grey,grey,heart,heart,heart,heart,heart,star,sharp,dimension_form,first,77,6,R-A,,NR-FE,Aufkleber,sharp
2288,29,11,brdc,3,DC,2,10,10,1,3,9,2,grey,brown,grey,grey,brown,brown,quadrat,triangle,triangle,triangle,diamond,quadrat,sharp,dimension_color,both,37,2,BR-A,BR-DC,,Aufkleber,sharp
2289,29,4,brcf,3,DCF,1,9,3,1,3,10,2,orange,orange,brown,brown,orange,brown,circle,diamond,circle,circle,diamond,diamond,sharp,color_form,both,81,1,,BR-BC,BR-BC,Aufkleber,sharp
2290,29,12,zrcf,3,F,7,2,10,10,3,9,2,green,green,green,green,green,black,star,heart,heart,heart,heart,heart,sharp,color_form,second,69,7,,NR-FE,R-EF,Aufkleber,sharp
